area;ind;behavior;sp;fortnight
SABCOL;C140;NO FEEDING;eri_rub;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;tur_mer;21
SABCOL;C140;FEEDING;tur_phi;21
SABOJI;O582;NO FEEDING;tur_phi;21
SABOJI;O582;NO FEEDING;tur_phi;21
SABOJI;O582;FEEDING;eri_rub;21
SABCOL;C014;NO FEEDING;tur_phi;21
SABCOL;C014;NO FEEDING;chl_chl;21
SABCOL;C140;NO FEEDING;tur_mer;21
SABCOL;C140;FEEDING;tur_mer;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;tur_phi;21
SABOJI;O006;NO FEEDING;chl_chl;21
SABOJI;O582;FEEDING;tur_phi;21
SABOJI;O582;FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;eri_rub;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C193;FEEDING;cer_ela;21
SABOJI;O006;NO FEEDING;tur_mer;21
SABMAR;M219;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;chl_chl;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;eri_rub;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;FEEDING;tur_mer;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;FEEDING;chl_chl;21
SABOJI;O006;FEEDING;eri_rub;21
SABOJI;O006;NO FEEDING;tur_phi;21
SABOJI;O006;FEEDING;chl_chl;21
SABOJI;O268;FEEDING;ory_cun;21
SABOJI;O553;FEEDING;tur_mer;21
SABOJI;O582;FEEDING;tur_phi;21
SABMAR;M219;NO FEEDING;tur_phi;21
SABCOL;C024;FEEDING;vul_vul;21
SABMAR;M843;FEEDING;ory_cun;21
SABMAR;M843;NO FEEDING;chl_chl;21
SABMAR;M843;FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;eri_rub;21
SABCOL;C140;FEEDING;tur_mer;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;NO FEEDING;tur_mer;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C193;FEEDING;cer_ela;21
SABOJI;O268;FEEDING;ory_cun;21
SABCOL;C024;FEEDING;vul_vul;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_mer;21
SABCOL;C140;NO FEEDING;tur_mer;21
SABCOL;C193;FEEDING;vul_vul;21
SABOJI;O105;NO FEEDING;tur_phi;21
SABOJI;O231;NO FEEDING;syl_mel;21
SABOJI;O231;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;chl_chl;21
SABCOL;C140;NO FEEDING;eri_rub;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;NO FEEDING;tur_phi;21
SABCOL;C140;FEEDING;chl_chl;21
SABOJI;O231;NO FEEDING;tur_phi;21
SABCOL;C014;FEEDING;vul_vul;21
SABCOL;C111;FEEDING;vul_vul;21
SABOJI;O268;NO FEEDING;ory_cun;21
SABCOL;C111;FEEDING;cer_ela;21
SABCOL;C150;NO FEEDING;tur_phi;21
SABMAR;M820;NO FEEDING;tur_phi;22
SABOJI;O023;NO FEEDING;tur_phi;22
SABMAR;M820;NO FEEDING;tur_phi;22
SABOJI;O023;NO FEEDING;tur_phi;22
SABMAR;M820;NO FEEDING;tur_phi;22
SABOJI;O023;NO FEEDING;tur_phi;22
SABOJI;O463;FEEDING;vul_vul;22
SABCOL;C107;FEEDING;tur_phi;22
SABCOL;C107;FEEDING;chl_chl;22
SABCOL;C107;NO FEEDING;tur_phi;22
SABCOL;C172;FEEDING;cer_ela;22
SABMAR;M087;FEEDING;ory_cun;22
SABMAR;M749;NO FEEDING;tur_mer;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;FEEDING;ory_cun;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O008;FEEDING;tur_mer;22
SABCOL;C002;NO FEEDING;tur_phi;22
SABCOL;C002;NO FEEDING;tur_phi;22
SABCOL;C002;NO FEEDING;tur_phi;22
SABCOL;C065;FEEDING;tur_phi;22
SABCOL;C086;NO FEEDING;tur_phi;22
SABCOL;C107;NO FEEDING;tur_phi;22
SABMAR;M749;NO FEEDING;tur_phi;22
SABMAR;M847;FEEDING;tur_phi;22
SABOJI;O008;FEEDING;ory_cun;22
SABCOL;C002;NO FEEDING;tur_phi;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;FEEDING;tur_phi;22
SABMAR;M849;NO FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;FEEDING;tur_phi;22
SABMAR;M847;FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O626;NO FEEDING;tur_phi;22
SABOJI;O626;NO FEEDING;tur_phi;22
SABMAR;M087;NO FEEDING;eri_rub;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O008;NO FEEDING;tur_phi;22
SABOJI;O241;NO FEEDING;tur_phi;22
SABOJI;O241;NO FEEDING;tur_phi;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;tur_mer;22
SABMAR;M847;NO FEEDING;tur_phi;22
SABMAR;M847;NO FEEDING;eri_rub;22
SABOJI;O008;NO FEEDING;chl_chl;22
SABOJI;O008;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;chl_chl;22
SABCOL;C050;NO FEEDING;tur_phi;22
SABCOL;C197;FEEDING;cer_ela;22
SABOJI;O268;NO FEEDING;ory_cun;22
SABOJI;O582;NO FEEDING;tur_phi;22
SABOJI;O582;NO FEEDING;tur_phi;22
SABMAR;M843;NO FEEDING;chl_chl;22
SABMAR;M847;NO FEEDING;chl_chl;22
SABOJI;O006;NO FEEDING;eri_rub;22
SABMAR;M843;FEEDING;tur_phi;22
SABMAR;M843;FEEDING;ory_cun;22
SABCOL;C119;NO FEEDING;her_icn;22
SABOJI;O006;NO FEEDING;tur_phi;22
SABMAR;M843;FEEDING;ory_cun;22
SABMAR;M843;FEEDING;tur_phi;22
SABMAR;M843;FEEDING;tur_phi;22
SABMAR;M843;FEEDING;tur_phi;22
SABMAR;M843;FEEDING;chl_chl;22
SABCOL;C050;FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_phi;23
SABCOL;C057;FEEDING;cer_ela;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABCOL;C050;NO FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_mer;23
SABCOL;C050;NO FEEDING;tur_mer;23
SABCOL;C050;FEEDING;cer_ela;23
SABCOL;C050;FEEDING;tur_mer;23
SABCOL;C057;FEEDING;tur_mer;23
SABCOL;C057;FEEDING;tur_phi;23
SABCOL;C050;NO FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_mer;23
SABCOL;C050;NO FEEDING;tur_phi;23
SABCOL;C057;FEEDING;tur_phi;23
SABCOL;C057;FEEDING;chl_chl;23
SABCOL;C057;FEEDING;tur_phi;23
SABCOL;C057;FEEDING;tur_phi;23
SABOJI;O137;NO FEEDING;chl_chl;23
SABOJI;O137;FEEDING;ory_cun;23
SABOJI;O137;FEEDING;eri_rub;23
SABCOL;C050;NO FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_phi;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABCOL;C057;FEEDING;tur_phi;23
SABCOL;C050;FEEDING;tur_mer;23
SABCOL;C050;NO FEEDING;tur_phi;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABOJI;O008;FEEDING;ory_cun;23
SABOJI;O136;FEEDING;ory_cun;23
SABOJI;O626;NO FEEDING;tur_phi;23
SABCOL;C050;NO FEEDING;tur_mer;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABCOL;C172;FEEDING;cer_ela;23
SABMAR;M847;NO FEEDING;tur_phi;23
SABOJI;O008;NO FEEDING;par_maj;23
SABOJI;O008;NO FEEDING;ory_cun;23
SABCOL;C057;NO FEEDING;tur_phi;23
SABCOL;C057;FEEDING;vul_vul;23
SABOJI;O626;NO FEEDING;tur_phi;23
SABMAR;M847;FEEDING;tur_phi;23
SABMAR;M847;FEEDING;ory_cun;23
SABCOL;C131;NO FEEDING;tur_phi;23
SABOJI;O023;FEEDING;tur_phi;23
SABCOL;C106;NO FEEDING;tur_phi;23
SABCOL;C106;NO FEEDING;chl_chl;23
SABCOL;C131;NO FEEDING;ale_ruf;23
SABMAR;M820;FEEDING;tur_phi;23
SABMAR;M820;FEEDING;ory_cun;23
SABCOL;C165;FEEDING;tur_phi;24
SABCOL;C165;NO FEEDING;tur_mer;24
SABMAR;M956;NO FEEDING;tur_mer;24
SABOJI;O148;FEEDING;ory_cun;24
SABOJI;O148;FEEDING;ory_cun;24
SABOJI;O148;FEEDING;ory_cun;24
SABOJI;O148;FEEDING;ory_cun;24
SABOJI;O042;FEEDING;ory_cun;24
SABCOL;C055;NO FEEDING;tur_mer;24
SABCOL;C055;NO FEEDING;eri_rub;24
SABMAR;M956;NO FEEDING;tur_phi;24
SABOJI;O042;NO FEEDING;tur_phi;24
SABCOL;C055;FEEDING;tur_mer;24
SABMAR;M087;FEEDING;ory_cun;24
SABMAR;M087;FEEDING;ory_cun;24
SABMAR;M956;NO FEEDING;tur_phi;24
SABMAR;M087;FEEDING;ory_cun;24
SABMAR;M139;FEEDING;ory_cun;24
SABCOL;C050;FEEDING;tur_phi;24
SABMAR;M847;FEEDING;ory_cun;24
SABOJI;O136;NO FEEDING;ory_cun;24
SABOJI;O136;FEEDING;ory_cun;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_mer;24
SABOJI;O008;FEEDING;vul_vul;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABOJI;O008;NO FEEDING;eri_rub;24
SABOJI;O136;FEEDING;ory_cun;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;FEEDING;chl_chl;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_phi;24
SABMAR;M847;NO FEEDING;tur_phi;24
SABMAR;M749;FEEDING;tur_phi;24
SABOJI;O105;FEEDING;ory_cun;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABMAR;M847;FEEDING;ory_cun;24
SABMAR;M847;FEEDING;ory_cun;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_mer;24
SABCOL;C050;FEEDING;tur_phi;24
SABMAR;M749;NO FEEDING;tur_phi;24
SABCOL;C002;NO FEEDING;eri_rub;24
SABCOL;C002;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_mer;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;FEEDING;tur_phi;24
SABCOL;C050;NO FEEDING;tur_phi;24
SABOJI;O136;FEEDING;ory_cun;24
SABMAR;M847;FEEDING;ory_cun;24
SABMAR;M847;FEEDING;ory_cun;24
SABCOL;C193;FEEDING;cer_ela;25
SABOJI;O683;FEEDING;ory_cun;25
SABOJI;O684;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;NO FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABMAR;M648;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O105;FEEDING;cer_ela;25
SABOJI;O105;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O105;FEEDING;cer_ela;25
SABOJI;O105;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O105;FEEDING;cer_ela;25
SABOJI;O105;FEEDING;cer_ela;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O105;FEEDING;cer_ela;25
SABMAR;M648;FEEDING;ory_cun;25
SABOJI;O231;NO FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O682;NO FEEDING;ory_cun;25
SABOJI;O682;NO FEEDING;ory_cun;25
SABOJI;O682;FEEDING;ory_cun;25
SABOJI;O105;FEEDING;cer_ela;25
SABOJI;O682;FEEDING;ory_cun;25
SABCOL;C107;FEEDING;tur_phi;25
SABCOL;C107;FEEDING;tur_phi;25
SABCOL;C107;NO FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABMAR;M826;FEEDING;ory_cun;25
SABOJI;O384;NO FEEDING;ory_cun;25
SABCOL;C107;NO FEEDING;tur_mer;25
SABCOL;C107;NO FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_phi;25
SABOJI;O042;FEEDING;tur_phi;25
SABCOL;C017;FEEDING;cer_ela;25
SABCOL;C055;NO FEEDING;tur_mer;25
SABCOL;C165;FEEDING;tur_phi;25
SABCOL;C165;NO FEEDING;tur_mer;25
SABCOL;C165;NO FEEDING;tur_phi;25
SABOJI;O384;FEEDING;ory_cun;25
SABOJI;O384;FEEDING;tur_phi;25
SABOJI;O042;FEEDING;ory_cun;25
SABOJI;O042;FEEDING;ory_cun;25
SABOJI;O042;NO FEEDING;tur_phi;25
SABCOL;C107;FEEDING;cer_ela;25
SABCOL;C055;FEEDING;tur_mer;25
SABMAR;M208;NO FEEDING;chl_chl;25
SABOJI;O384;FEEDING;ory_cun;25
SABOJI;O042;FEEDING;ory_cun;25
SABOJI;O042;FEEDING;ory_cun;25
SABCOL;C075;FEEDING;chl_chl;25
SABCOL;C075;FEEDING;chl_chl;25
SABOJI;O148;FEEDING;ory_cun;25
SABOJI;O304;FEEDING;ory_cun;25
SABOJI;O384;NO FEEDING;tur_phi;25
SABOJI;O375;FEEDING;tur_phi;25
SABCOL;C165;FEEDING;tur_mer;25
SABCOL;C107;FEEDING;cer_ela;25
SABMAR;M843;NO FEEDING;cya_cya;26
SABMAR;M843;NO FEEDING;cya_cya;26
SABCOL;C141;NO FEEDING;ale_ruf;26
SABMAR;M843;NO FEEDING;cya_cya;26
SABMAR;M843;NO FEEDING;cya_cya;26
SABMAR;M843;NO FEEDING;cya_cya;26
SABMAR;M843;NO FEEDING;cya_cya;26
SABOJI;O123;FEEDING;cer_ela;26
SABCOL;C174;FEEDING;cer_ela;26
SABCOL;C316;FEEDING;cer_ela;26
SABCOL;C197;FEEDING;cer_ela;26
SABCOL;C197;FEEDING;cer_ela;26
SABCOL;C197;FEEDING;cer_ela;26
SABOJI;O553;NO FEEDING;ory_cun;26
SABOJI;O642;FEEDING;cer_ela;26
SABOJI;O553;NO FEEDING;ory_cun;26
SABCOL;C050;FEEDING;cer_ela;26
SABCOL;C174;FEEDING;cer_ela;26
SABCOL;C197;FEEDING;cer_ela;26
SABMAR;M956;FEEDING;ory_cun;26
SABOJI;O352;FEEDING;ory_cun;26
SABOJI;O553;NO FEEDING;tur_mer;26
SABOJI;O123;FEEDING;ory_cun;26
SABOJI;O105;FEEDING;cer_ela;26
SABCOL;C150;NO FEEDING;tur_mer;26
SABMAR;M144;FEEDING;ory_cun;26
SABMAR;M648;FEEDING;ory_cun;26
SABOJI;O689;FEEDING;ory_cun;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O268;FEEDING;ory_cun;26
SABCOL;C014;FEEDING;cer_ela;26
SABCOL;C024;FEEDING;cer_ela;26
SABOJI;O688;FEEDING;ory_cun;26
SABCOL;C193;FEEDING;cer_ela;26
SABOJI;O105;FEEDING;tur_mer;26
SABCOL;C193;FEEDING;cer_ela;26
SABMAR;M648;NO FEEDING;ory_cun;26
SABOJI;O241;FEEDING;ory_cun;26
SABOJI;O687;FEEDING;ory_cun;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O685;FEEDING;ory_cun;26
SABOJI;O686;FEEDING;ory_cun;26
SABOJI;O105;FEEDING;cer_ela;26
SABOJI;O105;FEEDING;vul_vul;26
SABOJI;O105;NO FEEDING;ory_cun;26
SABOJI;O105;FEEDING;tur_mer;26
SABOJI;O105;NO FEEDING;tur_mer;26
SABMAR;M144;NO FEEDING;cya_cya;27
SABMAR;M847;FEEDING;ory_cun;27
SABOJI;O008;FEEDING;ory_cun;27
SABOJI;O008;FEEDING;ory_cun;27
SABOJI;O137;FEEDING;ory_cun;27
SABMAR;M144;NO FEEDING;cya_cya;27
SABMAR;M144;NO FEEDING;cya_cya;27
SABMAR;M144;NO FEEDING;cya_cya;27
SABMAR;M144;NO FEEDING;cya_cya;27
SABOJI;O268;FEEDING;ory_cun;27
SABCOL;C106;FEEDING;vul_vul;27
SABOJI;O137;FEEDING;ory_cun;27
SABOJI;O137;FEEDING;ory_cun;27
SABOJI;O268;NO FEEDING;tur_mer;27
SABMAR;M144;NO FEEDING;cya_cya;27
SABOJI;O008;FEEDING;ory_cun;27
SABCOL;C172;FEEDING;cer_ela;27
SABOJI;O268;FEEDING;ory_cun;27
SABOJI;O136;FEEDING;tur_mer;27
SABCOL;C316;NO FEEDING;tur_mer;27
SABMAR;M843;NO FEEDING;cya_cya;27
SABMAR;M956;FEEDING;ory_cun;27
SABCOL;C153;FEEDING;sus_scr;28
SABCOL;C153;FEEDING;sus_scr;28
SABCOL;C153;FEEDING;sus_scr;28
SABCOL;C153;FEEDING;sus_scr;28
SABCOL;C083;FEEDING;cer_ela;28
SABMAR;M664;NO FEEDING;tur_mer;28
SABOJI;O023;FEEDING;vul_vul;28
SABMAR;M136;FEEDING;vul_vul;28
SABCOL;C168;FEEDING;cer_ela;28
SABCOL;C168;FEEDING;cer_ela;28
SABCOL;C131;FEEDING;ory_cun;28
SABCOL;C106;FEEDING;cer_ela;28
SABCOL;C172;FEEDING;cer_ela;28
SABOJI;O023;FEEDING;ory_cun;28
SABOJI;O023;FEEDING;ory_cun;28
SABCOL;C162;FEEDING;cer_ela;28
SABMAR;M087;NO FEEDING;syl_mel;29
SABCOL;C055;NO FEEDING;tur_mer;29
SABOJI;O148;FEEDING;ory_cun;29
SABMAR;M826;FEEDING;ory_cun;29
SABMAR;M826;FEEDING;ory_cun;29
SABMAR;M826;FEEDING;ory_cun;29
SABCOL;C107;FEEDING;vul_vul;29
SABCOL;C153;FEEDING;cer_ela;29
SABCOL;C153;FEEDING;cer_ela;29
SABMAR;M826;FEEDING;ory_cun;29
SABCOL;C153;FEEDING;sus_scr;29
SABCOL;C153;FEEDING;sus_scr;29
SABMAR;M820;FEEDING;tur_mer;29
SABCOL;C150;FEEDING;ale_ruf;30
SABOJI;O231;FEEDING;ory_cun;30
SABOJI;O105;FEEDING;ory_cun;30
SABMAR;M144;FEEDING;ory_cun;30
SABOJI;O241;FEEDING;ory_cun;30
SABCOL;C150;FEEDING;ale_ruf;30
SABCOL;C150;FEEDING;ale_ruf;30
SABCOL;C150;FEEDING;ale_ruf;30
SABCOL;C150;FEEDING;ale_ruf;30
SABCOL;C150;FEEDING;ale_ruf;30
SABOJI;O105;FEEDING;cer_ela;30
SABMAR;M826;FEEDING;ory_cun;30
SABOJI;O054;FEEDING;ory_cun;30
SABOJI;O136;FEEDING;ory_cun;31
SABMAR;M843;FEEDING;ory_cun;31
SABOJI;O136;FEEDING;ory_cun;31
SABOJI;O136;FEEDING;ory_cun;31
SABOJI;O553;FEEDING;ory_cun;31
SABOJI;O241;FEEDING;vul_vul;31
